"Total debt service (% of exports of goods, services and primary income)",Short-term debt (% of total external debt),Real interest rate (%),Total reserves minus gold (in %),Trade (% of GDP),Imports of goods and services (current US$),Exports of goods and services (current US$),Current account balance (% of GDP),"Portfolio investment, net (BoP, current US$)","Foreign direct investment, net inflows (% of GDP)",Real GDP (current US$),GDP growth (annual %),"Inflation, consumer prices (annual %)",Broad money growth (annual %),Broad money to total reserves ratio,REER 5 Year rolling,General government final consumption expenditure (% of GDP),Gross fixed capital formation (current US$),"Unemployment, total (% of total labor force) (national estimate)",Domestic credit to private sector (% of GDP),Lending interest rate (%),Deposit interest rate (%),Contagion,Soft peg,Peg,Real GDP growth (Annual percent change),Left Government (democ),Polity (polity),Durable (durable),Turnover (xconst),Legislative/Executive election (exrec),State fragility index (sfi),Years (poleff),Economic Effectiveness (ecoeff),Presist (presistance),Target
0,0,0.510776081,0.101962685,0.903588713,0.292944247,0.326925498,0.832296678,0.421374516,0.372712107,0.095424809,0.744187934,0.04175717,0.124547995,0.007358853,0.224475534,0.393861036,0.048411371,0.631365326,0.336695851,0.044116781,0.004142568,0,1,0,0.797356828,0.897959184,0.857142857,0.336206897,0.957894737,0.958333333,0.166666667,0,0,0.563829787,0
0,0,0.583054278,0.094673965,0.947943768,0.339121866,0.382483429,0.916864978,0.330484069,0.270356313,0.103610097,0.638413874,0.032646085,0.124273603,0.008808232,0.201447486,0.361487513,0.051430984,0.603690049,0.310257966,0.044116781,0.004537516,0,1,0,0.68722467,0.918367347,0.87755102,0.344827586,0.957894737,0.989583333,0.166666667,0,0,0.563829787,0
0,0,0.58550637,0.095517956,0.959516243,0.398851405,0.450728256,0.994637051,0.412652661,0.458850408,0.114879169,0.705833956,0.036605214,0.209540025,0.011094723,0.180473862,0.362239565,0.059721586,0.480811807,0.290197533,0.044337513,0.005897893,0,1,0,0.757709251,0.918367347,0.87755102,0.353448276,0.957894737,0.989583333,0.166666667,0,0,0.563829787,0
0,0,0.445673993,0.093849007,0.886614953,0.446864552,0.512186279,1,0.581014792,0.45608262,0.12825573,0.706440303,0.0450122,0.170988376,0.011009341,0.168226673,0.303041035,0.07707603,0.416605174,0.294524339,0.044646536,0.005467838,0,1,0,0.757709251,0.918367347,0.87755102,0.362068966,0.957894737,0.989583333,0.166666667,0,0,0.563829787,0
0,0,0.707370736,0.093762094,0.987581992,0.549246365,0.590022194,0.741792494,0.263147936,0.134365076,0.1425687,0.412254417,0.078308782,0.162165927,0.015400295,0.179700493,0.378081871,0.094913859,0.423247234,0.345373804,0.04552946,0.004309323,0,1,0,0.444933921,0.918367347,0.87755102,0.370689655,0.957894737,0.989583333,0.166666667,0,0,0.563829787,0
0,0,0.548459135,0.100851464,0.801935103,0.442060066,0.492874955,0.769820706,0.471708457,0.219213331,0.138244923,0.340926409,0.033909468,0.157558814,0.015453441,0.194253647,0.364008924,0.098136007,0.633579346,0.34129781,0.04552946,0.002975276,0,1,0,0.365638767,0.918367347,0.87755102,0.379310345,0.957894737,0.989583333,0.166666667,0,0,0.563829787,0
0,0,0.614460183,0.098138843,0.828896899,0.560673084,0.631987567,0.909856943,0.489613622,0.404095748,0.165021367,0.932410347,0.050303706,0.139784231,0.013856365,0.221601194,0.345699241,0.10758245,0.440959394,0.333158005,0.04552946,0.002062507,0,1,0,1,0.918367347,0.87755102,0.387931035,0.957894737,0.989583333,0.166666667,0,0,0.563829787,0
0,0,0.612168536,0.088694378,0.850979826,0.669020404,0.75627783,0.894562115,0.379373362,0.312095197,0.186409174,0.591093329,0.068149619,0.148830499,0.019146019,0.260438538,0.31077603,0.123992738,0.415498164,0.373167807,0.04552946,0.001667559,0,1,0,0.634361234,0.918367347,0.87755102,0.396551724,0.957894737,0.989583333,0.166666667,0,0,0.563829787,0
0,0,0.636892216,0.09160392,0.827788211,0.693597715,0.772946364,0.796600123,0.750324329,0.331384949,0.196048792,0.517960822,0.063201103,0.130950208,0.018664692,0.312200015,0.281670465,0.137132116,0.396678967,0.406775398,0.04552946,0.001325271,0,1,0,0.555066079,0.918367347,0.87755102,0.405172414,0.957894737,0.989583333,0.166666667,0,0,0.563829787,0
0,0,0.671347084,0.092559891,0.822694643,0.72080797,0.798982383,0.755138886,0.670335423,0.368208855,0.204442148,0.533666003,0.04688006,0.11211968,0.018540014,0.355952026,0.349742742,0.149078012,0.412177107,0.451853391,0.04552946,0.001369154,0,1,0,0.572687225,0.918367347,0.87755102,0.413793103,0.957894737,0.989583333,0.166666667,0,0,0.563829787,0
0,0,0.664146555,0.085007479,0.807271062,0.723058374,0.804791162,0.803179989,0.57608597,0.383083477,0.208172983,0.497413232,0.037063457,0.105751907,0.022311419,0.397541773,0.341050012,0.155866318,0.398892987,0.468368153,0.044999706,0.001413037,0,1,0,0.533039648,0.918367347,0.87755102,0.422413793,0.957894737,0.989583333,0.166666667,0,0,0.563829787,0
0,0,0.543291929,0.083806335,0.734555122,0.633953938,0.731512226,0.81906199,0.657495089,0.397110096,0.198750237,0.458010238,0.025669151,0.09405272,0.020932669,0.421882466,0.384048848,0.147507607,0.404428037,0.445169976,0.044999706,0.001650006,0,1,0,0.493392071,0.918367347,0.87755102,0.431034483,0.957894737,0.989583333,0.166666667,0,0,0.563829787,0
0,0,0.637780537,0.080559379,0.673230075,0.6017331,0.699383683,0.796660885,0.403519052,0.360917959,0.209122651,0.482048805,0.025598106,0.136248047,0.02466766,0.430552363,0.389677453,0.146058368,0.436531354,0.450782615,0.044999706,0.001895751,0,1,0,0.519823789,0.918367347,0.87755102,0.439655172,0.957894737,0.989583333,0.166666667,0,0,0.563829787,0
0,0,0.550370273,0.084990484,0.703856424,0.678002153,0.783255727,0.789305749,0.432677929,0.502243511,0.217999326,0.527246555,0.033758846,0.104890085,0.020033463,0.421214474,0.384230115,0.152680856,0.449815474,0.439422094,0.043763612,0.001386707,0,1,0,0.568281938,0.918367347,0.87755102,0.448275862,0.957894737,0.989583333,0.25,0.333333333,0,0.563829787,0
0,0,0.527444298,0.079490138,0.722470986,0.759082215,0.886667401,0.743262344,0.611143681,0.378276787,0.234591874,0.486142522,0.03274557,0.109441814,0.021696011,0.404240988,0.367350871,0.14891212,0.454243522,0.426179152,0.044646536,0.001544686,0,1,0,0.524229075,0.918367347,0.87755102,0.456896552,0.957894737,0.989583333,0.25,0.333333333,0,0.563829787,0
0,0,0.664044879,0.077517394,0.716575527,0.749872733,0.876472951,0.728316205,0.910693047,0.515396438,0.241758572,0.380698397,0.033677869,0.116233731,0.024780957,0.390157828,0.390633166,0.151467271,0.328044268,0.43404237,0.043233857,0.001974741,0,1,0,0.524229075,0.918367347,0.87755102,0.465517241,0.957894737,0.989583333,0.261111111,0.377777778,0,0.563829787,0
0,0,0.764501912,0.109495058,0.739848917,0.705862619,0.835594637,0.779339898,0.65125373,0.380207244,0.230076302,0.165391491,0.028177319,0.169558862,0.017798855,0.376717425,0.548025888,0.127550549,0.438745374,0.478580466,0.043233857,0.001825538,0,1,0,0.521082442,0.918367347,0.87755102,0.474137931,0.957894737,0.989583333,0.28015873,0.453968254,0,0.563829787,0
0,0,0.506569217,0.109444356,0.755289763,0.830596235,0.97740391,0.806756941,0.632465314,0.386783707,0.244042431,0.648591562,0.046484404,0.19186185,0.017528118,0.363134241,0.488398467,0.161976302,0.376752761,0.475890604,0.043233857,0.001176068,0,1,0,0.517935809,0.918367347,0.87755102,0.482758621,0.957894737,0.989583333,0.299206349,0.53015873,0,0.563829787,0
0.766307507,0.296419393,0.632056762,0.001203553,0.002469391,0.00281042,0.002300127,0.363625965,0.325404371,0.031071054,0.053716184,0.602911251,0.066350539,0.19270422,0.425527063,0.205827952,0.159105545,0.01147824,0.335882128,0.016293038,0.37700088,0.231723262,0,0,1,0.511803936,0.897959184,0.836734694,0.344827586,0.957894737,0.947916667,0.833333333,0.333333333,0.333333333,0.5,0
0.762464543,0.296734329,0.628160413,0.001538326,0,0.002793412,0.002621063,0.36253441,0.324998952,0.029465426,0.054892112,0.490300176,0.069778305,0.168125411,0.366861083,0.202189046,0.186498098,0.011394033,0.345376576,0.016263918,0.376860482,0.248434458,0,0,1,0.488361207,0.897959184,0.836734694,0.353448276,0.957894737,0.947916667,0.833333333,0.333333333,0.333333333,0.5,0
0.765437419,0.296902294,0.626119198,0.001790455,0.001244297,0.003576542,0.003485643,0.373928073,0.325333219,0.022934641,0.057934193,0.673860872,0.065910896,0.193986751,0.321743796,0.199264083,0.263895572,0.014095905,0.371607494,0.016222249,0.375638091,0.280301382,0,0,1,0.490103669,0.897959184,0.836734694,0.362068966,0.957894737,0.947916667,0.833333333,0.333333333,0.333333333,0.5,0
0.760249425,0.297599352,0.627000404,0.001727279,0.003559145,0.005272202,0.004828825,0.381720341,0.325685403,0.030197285,0.061030294,0.6587494,0.11846106,0.246074094,0.309557107,0.19775815,0.306331569,0.017812236,0.391039957,0.016177206,0.373387534,0.302007983,0,0,1,0.487645678,0.897959184,0.836734694,0.370689655,0.957894737,0.947916667,0.833333333,0.333333333,0.333333333,0.5,0
0.755246144,0.299117341,0.628524573,0.001328929,0.006149803,0.00852411,0.006701724,0.385543891,0.326111005,0.028178491,0.065131673,0.573087709,0.204609103,0.226284409,0.331912923,0.217874926,0.303407578,0.024268351,0.397782937,0.016141139,0.37027079,0.327511771,0,0,1,0.467416749,0.897959184,0.836734694,0.379310345,0.957894737,0.947916667,0.833333333,0.333333333,0.333333333,0.5,0
0.748847953,0.299491064,0.629372576,0.001174958,0.000363279,0.009690307,0.006718905,0.386491589,0.32660974,0.025057146,0.075539371,0.571758488,0.13953484,0.254885327,0.432203896,0.231902813,0.393775355,0.032312219,0.403041492,0.016234958,0.366560586,0.36904835,0,0,1,0.465009564,0.897959184,0.836734694,0.387931035,0.957894737,0.947916667,0.833333333,0.333333333,0.333333333,0.5,0
0.74372936,0.299812298,0.631267248,0.000925714,0.004685825,0.010125799,0.008707794,0.394322418,0.32714455,0.030111803,0.074165855,0.517218848,0.146014584,0.435135269,0.749397413,0.227631739,0.446782486,0.03209949,0.404171798,0.01637344,0.362192687,0.104582277,0,0,1,0.461432075,0.897959184,0.836734694,0.396551724,0.957894737,0.947916667,0.833333333,0.333333333,0.333333333,0.5,1
0.723143594,0.364819185,0.633320064,0.001639846,0.009809952,0.00955029,0.00988739,0.394032241,0.325805644,0.023021278,0.065990834,0.475018534,0.243480076,0.112562082,0.37318148,0.215463721,0.427817736,0.027399236,0.401517875,0.016473851,0.357267178,0.105916324,0,0,1,0.467618086,0.908163265,0.867346939,0,0.957894737,0.947916667,0.833333333,0.333333333,0.333333333,0.5,1
0.710943513,0.289226267,0.635152212,0.001410372,0.012084274,0.013584486,0.012942373,0.391404246,0.325645915,0.027094326,0.082028191,0.703786265,0.158033197,0.310811961,0.43037999,0.203514521,0.440032683,0.03718437,0.393550057,0.016504843,0.351960023,0.11544774,0,0,1,0.4770558,0.908163265,0.867346939,0.00862069,0.957894737,0.947916667,0.833333333,0.333333333,0.333333333,0.117021277,0
1,0.392025413,0.637073677,0.001140863,0.017079759,0.021015205,0.018709546,0.332761475,0.327610017,0.032940376,0.094110645,0.734249755,0.163436398,0.31602787,0.429588607,0.189441832,0.438266951,0.05475434,0.384401205,0.016416268,0.348170995,0.163868386,0,0,1,0.482378855,0.908163265,0.867346939,0.017241379,0.957894737,0.947916667,0.833333333,0.333333333,0.333333333,0.117021277,0
0.69301312,0.589416488,0.638124308,0.001039423,0.01425168,0.032576502,0.026379705,0.310049961,0.325262102,0.033426829,0.101460799,0.715142229,0.223511459,0.331472397,0.435603041,0.173238689,0.331825121,0.084190243,0.117712177,0.016284522,0.388910307,0.235977146,0,0,1,0.779735683,0.908163265,0.867346939,0.025862069,0.957894737,0.947916667,0.833333333,0.333333333,0.333333333,0.117021277,0
0.724034906,0.668941901,0.638509715,0.001145008,0.013507194,0.04232449,0.033348058,0.28709697,0.319241531,0.035902398,0.141611538,0.686058936,0.235158605,0.409274406,0.520878928,0.165799987,0.38482027,0.115866283,0.084501845,0.016131019,0.401668757,0.295860066,0,0,1,0.735682819,0.908163265,0.867346939,0.034482759,0.957894737,0.947916667,0.833333333,0.333333333,0.333333333,0.117021277,1
0.795166177,0.637809477,0.585300572,0,0.018238432,0.022608498,0.034152112,0.350527303,0.320539346,0.033610429,0.073425134,0.314263166,0.463223851,0.436017969,1,0.17001445,0.358064776,0.069573141,0.449815495,0.015943602,0.397907314,0.432257612,0,0,1,0.339207049,0.908163265,0.867346939,0.043103448,0.957894737,0.947916667,0.833333333,0.333333333,0.333333333,0.117021277,1
0.708369484,0.228687265,0.603665825,0.002154024,0.025187444,0.017285897,0.036359683,0.499258363,0.32901015,0.039896569,0.046192257,0.192380334,0.779496856,0.495179655,0.26577302,0.182698823,0.245826874,0.045198818,0.660147596,0.01576389,0.399036547,0.630837553,0,0,1,0.207048458,0.908163265,0.867346939,0.051724138,0.957894737,0.947916667,0.833333333,0.333333333,0.333333333,0.117021277,1
0.705213331,0.142476821,0.636693673,0.003665039,0.021847502,0.021047089,0.03934571,0.467435293,0.329559433,0.030367969,0.075803712,0.475847677,0.511335897,0.531392903,0.184953321,0.419042687,0.277419266,0.054750493,0.604797043,0.01568173,0.397208225,0.540780593,0,0,1,0.511013216,0.908163265,0.867346939,0.060344828,0.957894737,0.947916667,0.833333333,0.333333333,0.333333333,0.117021277,1
0.684866043,0.117886657,0.645290434,0.002161935,0.018701244,0.024170066,0.036557149,0.427602945,0.330792627,0.03338429,0.078988204,0.425579009,0.454647594,0.355761888,0.250366639,0.372181686,0.271194567,0.06132946,0.471955716,0.015744404,0.387973681,0.608053432,0,0,1,0.45814978,0.908163265,0.867346939,0.068965517,0.957894737,0.947916667,0.833333333,0.333333333,0.333333333,0.117021277,1
0.692543432,0.122545603,0.638700611,0.003945378,0.031076147,0.021883011,0.028566512,0.396916265,0.332095828,0.046284811,0.057381555,0.209126669,0.664346768,0.543811534,0.142681218,0.18492099,0.273890401,0.043561279,0.460885606,0.017266969,0.374754521,0.825950728,0,0,1,0.224669604,0.908163265,0.867346939,0.077586207,0.957894737,0.947916667,0.833333333,0.333333333,0.333333333,0.117021277,1
0.517285938,0.111054656,0.652108638,0.008385505,0.034961328,0.023777247,0.035106746,0.480461534,0.333027455,0.046310823,0,0.406457688,1,1,0.061891801,0.093783541,0.24329024,0.044772883,0.416605163,0.017896747,0.357302219,1,0,0,1,0.436123348,0.908163265,0.867346939,0.086206897,0.957894737,0.947916667,0.833333333,0.333333333,0.333333333,0.117021277,1
0.588942701,0.166422417,0.655901037,0.002574396,0.052621935,0.04451185,0.04730894,0.390840296,0.311077679,0.042948522,0.034277936,0.388408036,0.869953333,0,0.074399248,0.08402252,0.253027105,0.059028377,0.372324721,0.017578368,0.339629176,0.581512915,0,0,1,0.418502203,0.918367347,0.897959184,0,0.968421053,0.947916667,0.833333333,0.333333333,0.333333333,0.117021277,1
0.518046546,0.193439684,0.655305837,0.00252415,0.051541171,0.056197204,0.055128328,0.362496305,0.323888895,0.04039926,0.123758145,0.504398737,0.176810021,0.704856282,0.14485423,0.048714949,0.240932853,0.067070173,0.305904057,0.016845756,0.323519634,0.351363449,0,0,1,0.54185022,0.918367347,0.897959184,0.00862069,0.968421053,0.947916667,0.833333333,0.333333333,0.333333333,0.063829787,0
0.329462989,0.322789993,0.658209795,0.003485329,0.051987016,0.068855925,0.06380838,0.357763533,0.346953392,0.033248557,0.137790196,0.54838498,0.225720147,0.626428516,0.155327915,0.011207256,0.248867255,0.082155747,0.283763836,0.015441943,0.310907521,0.320109883,0,0,1,0.59030837,0.918367347,0.897959184,0.017241379,0.968421053,0.947916667,0.833333333,0.333333333,0.333333333,0.063829787,0
0.37282944,0.401771617,0.649681247,0.005462425,0.045575063,0.080927512,0.067268341,0.317031617,0.260128997,0.041863613,0.166461701,0.508888584,0.196351724,0.40265438,0.116573202,0.091412965,0.301487829,0.102861476,0.333579344,0.014835321,0.296674203,0.189101186,0,0,1,0.546255507,0.918367347,0.897959184,0.025862069,0.968421053,0.947916667,0.833333333,0.333333333,0.333333333,0.063829787,0
0.539622377,0.458075786,0.642749194,0.004996162,0.045028357,0.098835049,0.072531974,0.274722384,0.222066923,0.03663496,0.204632723,0.481202354,0.143682181,0.236745279,0.135865494,0.212159078,0.364999703,0.125203425,0.343542434,0.014442486,0.283384545,0.167159621,0,0,1,0.515418502,0.918367347,0.897959184,0.034482759,0.968421053,0.947916667,0.833333333,0.333333333,0.333333333,0.063829787,0
0.570421575,0.577348159,0,0.004784989,0.026904257,0.104489376,0.08065656,0.318771501,0.1727984,0.031034577,0.210349792,0.41544665,0.101304599,0.19355982,0.116375217,0.30954256,0.301401813,0.183937289,0.357933564,0.013882004,0.272352699,0.175629065,0,0,1,0.480176212,0.918367347,0.897959184,0.043103448,0.968421053,0.947916667,0.833333333,0.333333333,0.333333333,0.063829787,0
0.409327826,0.590075753,0.805683609,0.000773696,0.033665526,0.123081554,0.09284787,0.298501683,0.28556058,0.051246079,0.29916706,0.538739623,0.080797287,0.214325046,0.595748035,0.375207504,0.328438884,0.201648707,0.476383767,0.013787058,0.29133557,0.158181132,0,0,1,0.577092511,0.93877551,0.93877551,0,0.968421053,0.989583333,0.833333333,0.333333333,0.333333333,0.063829787,1
0.593678941,0.469696906,1,0.004432808,0.070288797,0.107204919,0.114615013,0.40945469,0.38137442,0.060773782,0.156461335,0.077106365,0.287173285,0.290352205,0.136494351,0.327559362,0.258115196,0.103272252,0.770848692,0.014777969,1,0.419303311,0,0,0,0.083700441,0.93877551,0.93877551,0,0.968421053,0.989583333,0.833333333,0.333333333,0.333333333,0.031914894,1
0.772586477,0.397555681,0.739854808,0.004484957,0.079903064,0.135216751,0.141185355,0.405763747,0.250305449,0.053871993,0.200584002,0.614039734,0.282602447,0.258999438,0.126152055,0.281151622,0.224979893,0.13302884,0.590405876,0.016433822,0.5930455,0.277982078,0,0,0,0.660792952,0.93877551,0.93877551,0,0.968421053,0.989583333,0.833333333,0.333333333,0.333333333,0.031914894,1
0.716542875,0.392991215,0.56621256,0.005561223,0.076051337,0.165258288,0.16104843,0.386032723,0.302179296,0.059398578,0.258125943,0.617064334,0.181357772,0.452105735,0.12901565,0.248269139,0.235876997,0.17492459,0.454243514,0.034015182,0.341485667,0.17223251,0,0,0,0.660792952,0.959183674,0.959183674,0,0.978947368,0.989583333,0.75,0.333333333,0.333333333,0.031914894,0
0.331599462,0.345005543,0.799596935,0.00586004,0.081256513,0.188051856,0.171352722,0.353791509,0.320643798,0.057029843,0.279362717,0.547898239,0.146777798,0.197114702,0.116850011,0.193745318,0.257498379,0.19568794,0.397785977,0.024824311,0.415975043,0.162657211,0,0,0,0.59030837,0.959183674,0.959183674,0.00862069,0.978947368,0.989583333,0.75,0.333333333,0.333333333,0.010638298,0
0.352709921,0.300761304,0.697617419,0.005079081,0.080369379,0.211234508,0.19584716,0.368889543,0.268517593,0.055343437,0.311401735,0.448835158,0.151616117,0.205521694,0.136349881,0.177571854,0.306296217,0.223546607,0.272693715,0.014076197,0.369783389,0.122082869,0,0,0,0.484581498,0.959183674,0.959183674,0.017241379,0.989473684,0.989583333,0.833333333,0.333333333,0.333333333,0.021276596,0
0.482409368,0.260550339,0.64875864,0.004786557,0.084626661,0.259529371,0.238535364,0.362110488,0.31611405,0.059951125,0.380288957,0.538796053,0.099391282,0.055148308,0.11419097,0.294146417,0.332155529,0.268513387,0.278228791,0.008787021,0.24945553,0.086853492,0,0,0,0.577092511,0.979591837,0.979591837,0.025862069,0.989473684,1,0.583333333,0.333333333,0,0.191489362,0
0.408135173,0.184037809,0.690153328,0.005726737,0.07227128,0.251426315,0.227416849,0.368597493,0.298512592,0.083077835,0.425358354,0.31904779,0.076394399,0.206144347,0.107877018,0.405454959,0.360257382,0.266241756,0.276014771,0,0.176467126,0.06555262,0,0,0,0.343612335,0.979591837,0.979591837,0.034482759,0.989473684,1,0.416666667,0.333333333,0,0.191489362,0
0.320730593,0.319206027,0.55586723,0.006398126,0.071172988,0.252847616,0.230896597,0.382663738,0.336751399,0.06019223,0.435591121,0.334030137,0.066551627,0.117012023,0.094286247,0.479534659,0.398395825,0.262592354,0.316974168,0.008162479,0.095517688,0.039468488,0,0,0,0.36123348,0.979591837,0.979591837,0.043103448,0.989473684,1,0.416666667,0.333333333,0.333333333,0.191489362,0
0.270170037,0.302802086,0.566496607,0.008003335,0.079402172,0.255676513,0.235619034,0.403495082,0.29872443,0.05819802,0.419251595,0.395112123,0.062989801,0.144654642,0.074966178,0.513933946,0.448782697,0.254558404,0.367896681,0.010121301,0.074533522,0.032394527,0,0,0,0.422907489,0.979591837,0.979591837,0.051724138,0.989473684,1,0.416666667,0.333333333,0.333333333,0.191489362,0
0.289099187,0.257050356,0.44811999,0.008125138,0.087098069,0.293603629,0.268251258,0.406011696,0.30237264,0.070362704,0.430287172,0.496798829,0.064031556,0.168620958,0.074313647,0.51162105,0.406811124,0.282787397,0.421033214,0.007716709,0.081876508,0.028278289,0,0,0,0.533039648,0.979591837,0.979591837,0.060344828,0.989473684,1,0.416666667,0.333333333,0,0.191489362,0
0.234713844,0.272868517,0.592695505,0.008376649,0.088158423,0.330293781,0.305668488,0.404833327,0.397642787,0.06500601,0.48851121,0.430515534,0.058875725,0.148703433,0.072961449,0.494936855,0.40945436,0.320883162,0.378966781,0.012742646,0.121725823,0.036300126,0,0,0,0.462555066,0.979591837,0.979591837,0.068965517,0.989473684,1,0.416666667,0.333333333,0,0.191489362,0
0.30119257,0.323140621,0.502504447,0.007726534,0.093213063,0.38151128,0.354144638,0.411542661,0.331752926,0.054450749,0.536384357,0.520409494,0.05623587,0.127502635,0.076520714,0.45676651,0.395838906,0.371324717,0.380073791,0.025677996,0.083174433,0.034615013,0,0,0,0.559471366,0.979591837,0.979591837,0.077586207,0.989473684,1,0.416666667,0.333333333,0,0.191489362,0
0.192692902,0.292982397,0.52438651,0.008204058,0.094861246,0.419097209,0.385160536,0.399521056,0.329876494,0.065978634,0.579617106,0.429843104,0.058719596,0.149863746,0.072555005,0.41405049,0.40052049,0.408278659,0.386715877,0.034648197,0.084039673,0.033649584,0,0,0,0.462555066,0.979591837,0.979591837,0.086206897,0.989473684,1,0.25,0,0,0.191489362,0
0.167824464,0.256808906,0.549501418,0.008513563,0.097164419,0.454255216,0.408777714,0.386768214,0.231844004,0.061405765,0.606934303,0.382667519,0.067245515,0.141781543,0.070423215,0.402068613,0.425414463,0.454608001,0.413284117,0.031679493,0.104257482,0.031938142,0,0,0,0.40969163,0.979591837,0.979591837,0.094827586,0.989473684,1,0.333333333,0,0,0.191489362,0
0.191769734,0.277506467,0.571148481,0.011129942,0.092919921,0.352453211,0.324640409,0.400616055,0.416127247,0.053012027,0.509708293,0.118430548,0.068514486,0.158773087,0.05843222,0.363671846,0.51661095,0.351860015,0.578228793,0.039728668,0.075284007,0.021072679,0,0,0,0.127753304,0.979591837,0.979591837,0.103448276,0.989473684,1,0.333333333,0,0,0.191489362,0
0.152947216,0.367657804,0.490091313,0.01144919,0.104163165,0.447076476,0.417659752,0.4092402,0.160099212,0.064815041,0.589488904,0.54601563,0.060117436,0.166793967,0.058345225,0.335137661,0.505428742,0.403529686,0.571586733,0.04247181,0.043778327,0.012664671,0,0,0,0.585903084,0.979591837,0.979591837,0.112068966,0.989473684,1,0.333333333,0,0,0.191489362,0
0.169652762,0.377290631,0.434141985,0.012317726,0.11051928,0.521250489,0.487346343,0.397475877,0.092160033,0.05025427,0.64541601,0.486212511,0.054600898,0.148768702,0.050199312,0.305729873,0.505868025,0.464921167,0.557195576,0.047452138,0.037244688,0.009961471,0,0,0,0.524229075,0.979591837,0.979591837,0.120689655,0.989473684,1,0.416666667,0,0,0.191489362,0
0.269700361,0.456402429,0.486107186,0.013532212,0.115909338,0.547917941,0.515562826,0.386062956,0,0.041801034,0.667799197,0.485362374,0.059784555,0.149450597,0.044629648,0.27153691,0.518897315,0.485113066,0.526199243,0.053522564,0.033183236,0.011286741,0,0,0,0.519823789,0.979591837,0.979591837,0.129310345,0.989473684,1,0.416666667,0,0,0.191489362,0
0.153699035,0.47812668,0.560584093,0.013961932,0.111211811,0.563342581,0.530814916,0.366099045,0.085771043,0.083342677,0.724221072,0.391319095,0.057538337,0.137773215,0.047132848,0.260487847,0.537686836,0.478938978,0.528413263,0.065589646,0.025943257,0.013919729,0,0,0,0.422907489,0.979591837,0.979591837,0.137931035,0.989473684,1,0.416666667,0,0,0.191489362,0
0.174140256,0.436248656,0.435211566,0.014748007,0.113934282,0.592137411,0.557859643,0.377713265,0.083615463,0.052926098,0.725323076,0.452789633,0.059100693,0.163097524,0.046595713,0.285131165,0.537961375,0.488411985,0.517343163,0.066481153,0.013243864,0.00874152,0,0,0,0.484581498,0.979591837,0.979591837,0.146551724,0.989473684,1,0.416666667,0,0,0.191489362,1
0.192327835,0.345515738,0.485985167,0.015048796,0.1283943,0.583577695,0.538302386,0.362360169,0.231484027,0.068259596,0.660321335,0.471011898,0.049545291,0.163073365,0.049285574,0.258239536,0.547349013,0.464773999,0.46199261,0.077386475,0.011257284,0.006099755,0,0,0,0.50660793,0.979591837,0.979591837,0.155172414,0.989473684,1,0.416666667,0,0,0.191489362,1
0.292060871,0.262756987,0.436778344,0.016400343,0.140061159,0.573116181,0.531513376,0.370903649,0.182240173,0.076886273,0.594057702,0.443779123,0.050289324,0.164017121,0.045635296,0.197824667,0.523787905,0.434754544,0.412177107,0.085763624,0.034478192,0.013454568,0,0,0,0.475770925,0.979591837,0.979591837,0.163793103,0.989473684,1,0.416666667,0,0,0.191489362,1
0.221771377,0.247856339,0.485751359,0.014950899,0.142532737,0.623025827,0.580670963,0.38182574,0.266350179,0.064357733,0.628715486,0.422514527,0.073992393,0.156833304,0.053751861,0.152018149,0.49354255,0.452670538,0.363468641,0.091063153,0.080007652,0.028287066,0,0,0,0.453744493,0.979591837,0.979591837,0.172413793,0.989473684,1,0.416666667,0,0,0.191489362,0
0.179771538,0.281646819,0.569341435,0.014234337,0.150611461,0.687956303,0.638747012,0.376219581,0.27915482,0.068336049,0.673122182,0.425879095,0.065584458,0.113500106,0.055571131,0.09009066,0.489989092,0.475872148,0.346863464,0.088062113,0.09250103,0.034342938,0,0,0,0.45814978,0.979591837,0.979591837,0.181034483,0.989473684,1,0.416666667,0,0,0.191489362,0
0.187454493,0.278650732,0.610609832,0.014163329,0.144309857,0.675663127,0.655766409,0.412974865,0.289505929,0.055606052,0.703273883,0.328027168,0.056283676,0.1146074,0.056216759,0.03900201,0.476134071,0.46239513,0.370110701,0.096233531,0.099373124,0.037037362,0,0,0,0.352422908,0.979591837,0.979591837,0.189655172,0.989473684,1,0.416666667,0,0,0.191489362,0
0.235132139,0.22324098,0.54428808,0.018025324,0.142633678,0.555965221,0.572911447,0.470450642,0.381195057,0.064815358,0.608039604,0,0.054523275,0.171170233,0.050860726,0,0.566353243,0.363586612,0.47749075,0.1031802,0.062511037,0.015306436,0,0,0,0,0.979591837,0.979591837,0.198275862,0.989473684,1,0.416666667,0,0,0.191489362,0
0.166436525,0.316951706,0.392795163,0.015809726,0.154845605,0.738991567,0.695950356,0.410771969,0.549283983,0.062160571,0.6947906,0.532825977,0.071399217,0.145607908,0.050910035,0.00828968,0.508824748,0.452828748,0.43763839,0.110943368,0.036906233,0.006687789,0,0,0,0.572687225,0.979591837,0.979591837,0.206896552,0.989473684,1,0.416666667,0,0,0.191489362,0
0.261707954,0.57705002,0.669097804,0.011713008,0.042327685,0,4.58E-05,0.306668001,0.325165491,0.026453739,0.038812218,0.804519425,0.028868409,0.167877695,0.05220715,0.190786675,0.465153263,0.001888466,0,0.443020822,0.191668868,0.106466146,0,0,1,0.636938406,0.93877551,0.918367347,0.00862069,0.957894737,1,0.666497248,1,0.666666667,0.031914894,0
